hour,dayofweek,is_weekend,temp_C,humidity_pct,rain_mm,rain_flag,outage_prob_model,duration_off_hours,power_lag1,power_lag24,temp_rolling3,location_Enugu,location_Lagos,location_Nsukka
0,2,0,27.54,56.5,0.0,0,0.438,1,0.0,0.0,23.686666666666667,True,False,False
3,2,0,30.65,44.6,0.0,0,0.389,0,0.0,1.0,27.193333333333328,True,False,False
6,2,0,32.4,44.5,0.0,0,0.417,0,1.0,1.0,30.196666666666662,True,False,False
9,2,0,32.29,46.5,0.0,0,0.355,0,1.0,1.0,31.779999999999998,True,False,False
12,2,0,25.04,59.2,0.0,0,0.415,0,1.0,0.0,29.909999999999997,True,False,False
1,6,1,27.99,56.8,0.0,0,0.449,0,1.0,1.0,27.99,False,True,False
4,6,1,34.66,46.2,0.0,0,0.432,0,1.0,1.0,31.324999999999996,False,True,False
7,6,1,34.58,49.2,0.0,0,0.391,0,1.0,1.0,32.41,False,True,False
10,6,1,30.44,49.3,0.19,1,0.587,3,1.0,1.0,33.22666666666667,False,True,False
13,6,1,25.34,66.4,0.0,0,0.485,1,0.0,1.0,30.12,False,True,False
16,6,1,23.38,75.2,0.0,0,0.445,0,0.0,1.0,26.386666666666667,False,True,False
19,6,1,21.06,72.8,0.0,0,0.484,0,1.0,1.0,23.26,False,True,False
22,6,1,25.26,74.3,0.0,0,0.588,0,1.0,1.0,23.233333333333334,False,True,False
1,0,0,31.95,70.7,0.0,0,0.351,0,1.0,1.0,26.090000000000003,False,True,False
4,0,0,33.53,55.8,0.0,0,0.449,2,1.0,1.0,30.24666666666667,False,True,False
7,0,0,33.25,39.4,0.0,0,0.409,2,0.0,1.0,32.91,False,True,False
10,0,0,32.98,61.1,0.17,1,0.653,1,0.0,1.0,33.25333333333334,False,True,False
13,0,0,25.44,57.8,2.6,1,0.626,1,0.0,1.0,30.55666666666666,False,True,False
16,0,0,22.91,74.1,0.0,0,0.494,5,0.0,1.0,27.11,False,True,False
19,0,0,23.55,74.0,0.0,0,0.447,0,0.0,1.0,23.96666666666667,False,True,False
22,0,0,25.93,69.7,0.0,0,0.513,0,1.0,1.0,24.13,False,True,False
1,1,0,29.44,66.6,0.0,0,0.419,0,1.0,1.0,26.30666666666667,False,True,False
4,1,0,32.89,47.8,0.0,0,0.272,0,1.0,1.0,29.42,False,True,False
7,1,0,35.36,48.4,0.0,0,0.459,0,1.0,1.0,32.56333333333333,False,True,False
10,1,0,33.18,56.2,0.0,0,0.397,1,1.0,1.0,33.81,False,True,False
13,1,0,27.18,52.4,0.0,0,0.404,2,0.0,1.0,31.906666666666666,False,True,False
16,1,0,21.77,72.3,0.27,1,0.63,1,0.0,1.0,27.376666666666665,False,True,False
19,1,0,19.8,82.5,0.0,0,0.525,0,0.0,1.0,22.916666666666668,False,True,False
22,1,0,25.17,71.3,0.0,0,0.547,0,1.0,1.0,22.24666666666667,False,True,False
1,2,0,26.75,52.7,0.0,0,0.386,4,1.0,1.0,23.906666666666666,False,True,False
4,2,0,33.67,41.8,6.41,1,0.488,0,0.0,1.0,28.53,False,True,False
7,2,0,35.08,43.9,0.0,0,0.419,0,1.0,1.0,31.833333333333332,False,True,False
10,2,0,28.51,46.9,0.4,1,0.677,0,1.0,0.0,32.42,False,True,False
13,2,0,26.71,71.0,0.0,0,0.429,0,1.0,0.0,30.099999999999998,False,True,False
16,2,0,23.93,63.8,3.31,1,0.505,0,1.0,1.0,26.383333333333336,False,True,False
19,2,0,23.15,76.2,0.63,1,0.745,3,1.0,1.0,24.596666666666664,False,True,False
22,2,0,24.46,69.8,0.0,0,0.552,3,0.0,1.0,23.846666666666668,False,True,False
1,3,0,30.01,58.9,0.0,0,0.502,7,0.0,1.0,25.873333333333335,False,True,False
4,3,0,32.41,49.8,0.0,0,0.328,0,0.0,0.0,28.959999999999997,False,True,False
7,3,0,34.65,55.5,0.0,0,0.358,1,1.0,0.0,32.35666666666666,False,True,False
10,3,0,30.31,58.9,0.0,0,0.368,4,0.0,0.0,32.45666666666667,False,True,False
13,3,0,28.19,61.7,1.57,1,0.549,0,0.0,0.0,31.05,False,True,False
16,3,0,22.58,67.4,0.05,1,0.505,2,1.0,0.0,27.026666666666667,False,True,False
19,3,0,22.59,70.1,0.0,0,0.581,3,0.0,1.0,24.453333333333333,False,True,False
22,3,0,23.42,71.7,1.64,1,0.719,1,0.0,1.0,22.863333333333333,False,True,False
1,4,0,29.93,54.9,11.08,1,0.541,0,0.0,1.0,25.313333333333333,False,True,False
4,4,0,32.93,50.2,0.17,1,0.528,0,1.0,1.0,28.76,False,True,False
7,4,0,34.13,49.3,3.15,1,0.602,0,1.0,1.0,32.330000000000005,False,True,False
10,4,0,28.77,53.0,0.0,0,0.49,0,1.0,0.0,31.94333333333334,False,True,False
13,4,0,27.95,67.1,0.0,0,0.432,0,1.0,0.0,30.28333333333333,False,True,False
16,4,0,22.88,66.5,0.05,1,0.67,1,1.0,0.0,26.53333333333333,False,True,False
19,4,0,23.4,79.8,0.0,0,0.522,6,0.0,1.0,24.743333333333336,False,True,False
22,4,0,25.37,65.5,0.0,0,0.534,1,0.0,1.0,23.883333333333336,False,True,False
1,5,1,29.1,52.4,0.0,0,0.434,0,0.0,0.0,25.956666666666667,False,True,False
4,5,1,34.36,45.2,0.0,0,0.495,0,1.0,1.0,29.61,False,True,False
7,5,1,32.18,43.5,0.0,0,0.448,0,1.0,1.0,31.88,False,True,False
10,5,1,29.69,53.9,0.0,0,0.428,0,1.0,1.0,32.07666666666666,False,True,False
13,5,1,24.6,65.8,0.0,0,0.443,0,1.0,1.0,28.823333333333334,False,True,False
16,5,1,23.99,78.8,0.0,0,0.402,0,1.0,1.0,26.093333333333334,False,True,False
19,5,1,22.21,76.7,0.0,0,0.652,0,1.0,0.0,23.600000000000005,False,True,False
22,5,1,21.48,69.4,0.0,0,0.484,0,1.0,0.0,22.56,False,True,False
1,6,1,27.92,54.8,0.75,1,0.632,0,1.0,0.0,23.87,False,True,False
4,6,1,33.47,50.7,0.0,0,0.482,0,1.0,1.0,27.623333333333335,False,True,False
7,6,1,33.95,49.6,0.0,0,0.414,0,1.0,0.0,31.78,False,True,False
10,6,1,29.77,52.8,0.0,0,0.433,0,1.0,0.0,32.39666666666667,False,True,False
13,6,1,25.85,66.3,0.0,0,0.45,3,1.0,1.0,29.856666666666666,False,True,False
16,6,1,21.31,72.0,0.0,0,0.572,1,0.0,0.0,25.64333333333333,False,True,False
19,6,1,21.97,68.9,0.0,0,0.49,0,0.0,0.0,23.043333333333333,False,True,False
22,6,1,23.15,70.8,0.0,0,0.54,2,1.0,0.0,22.143333333333327,False,True,False
1,0,0,30.27,58.7,0.0,0,0.435,2,0.0,1.0,25.129999999999995,False,True,False
4,0,0,33.74,47.0,0.0,0,0.388,0,0.0,1.0,29.05333333333333,False,True,False
7,0,0,33.84,45.1,0.0,0,0.486,0,1.0,1.0,32.61666666666667,False,True,False
10,0,0,30.33,56.0,0.0,0,0.4,3,1.0,1.0,32.63666666666666,False,True,False
13,0,0,25.07,54.3,0.0,0,0.35,4,0.0,1.0,29.74666666666667,False,True,False
16,0,0,23.54,72.3,0.0,0,0.45,1,0.0,0.0,26.313333333333333,False,True,False
19,0,0,21.35,70.1,0.81,1,0.744,0,0.0,0.0,23.320000000000004,False,True,False
22,0,0,25.63,71.1,0.0,0,0.548,1,1.0,0.0,23.506666666666664,False,True,False
1,1,0,31.09,51.1,0.0,0,0.373,0,0.0,1.0,26.02333333333333,False,True,False
4,1,0,32.44,50.9,0.0,0,0.487,0,1.0,1.0,29.72,False,True,False
7,1,0,34.24,42.4,0.05,1,0.661,1,1.0,1.0,32.59,False,True,False
10,1,0,30.47,50.5,0.0,0,0.413,7,0.0,1.0,32.38333333333333,False,True,False
13,1,0,27.93,50.0,0.0,0,0.341,3,0.0,1.0,30.88,False,True,False
16,1,0,23.96,74.5,0.82,1,0.617,0,0.0,1.0,27.453333333333333,False,True,False
19,1,0,22.73,71.9,0.0,0,0.635,0,1.0,1.0,24.873333333333335,False,True,False
22,1,0,24.55,72.1,0.0,0,0.563,0,1.0,1.0,23.74666666666667,False,True,False
1,2,0,31.02,41.8,0.0,0,0.392,0,1.0,1.0,26.099999999999998,False,True,False
4,2,0,31.5,52.9,0.15,1,0.555,0,1.0,1.0,29.02333333333333,False,True,False
7,2,0,32.77,56.7,0.0,0,0.449,0,1.0,1.0,31.763333333333335,False,True,False
10,2,0,29.04,53.7,0.0,0,0.378,1,1.0,1.0,31.103333333333335,False,True,False
13,2,0,27.06,63.4,0.0,0,0.473,3,0.0,0.0,29.623333333333335,False,True,False
16,2,0,21.09,64.2,0.35,1,0.579,7,0.0,0.0,25.73,False,True,False
19,2,0,23.26,67.6,0.08,1,0.669,0,0.0,1.0,23.80333333333333,False,True,False
22,2,0,22.47,67.3,0.0,0,0.527,0,1.0,0.0,22.27333333333333,False,True,False
1,3,0,29.27,55.2,0.0,0,0.454,0,1.0,0.0,25.0,False,True,False
4,3,0,32.88,51.2,0.0,0,0.395,4,1.0,1.0,28.206666666666667,False,True,False
7,3,0,34.72,49.6,0.0,0,0.38,0,0.0,1.0,32.29,False,True,False
10,3,0,29.26,46.2,1.66,1,0.469,0,1.0,0.0,32.28666666666667,False,True,False
13,3,0,26.24,60.2,0.0,0,0.423,0,1.0,0.0,30.073333333333334,False,True,False
16,3,0,22.34,74.4,0.53,1,0.584,1,1.0,0.0,25.94666666666667,False,True,False
19,3,0,22.65,79.9,1.24,1,0.707,0,0.0,1.0,23.74333333333333,False,True,False
22,3,0,23.21,67.8,0.0,0,0.578,0,1.0,0.0,22.733333333333334,False,True,False
1,4,0,29.43,65.1,0.0,0,0.365,0,1.0,1.0,25.096666666666664,False,True,False
4,4,0,32.86,39.5,0.0,0,0.373,0,1.0,1.0,28.5,False,True,False
7,4,0,34.29,43.2,0.0,0,0.313,0,1.0,0.0,32.19333333333333,False,True,False
10,4,0,31.77,51.9,0.0,0,0.406,1,1.0,0.0,32.973333333333336,False,True,False
13,4,0,26.41,62.8,0.0,0,0.374,0,0.0,0.0,30.823333333333334,False,True,False
16,4,0,23.18,70.5,4.55,1,0.549,0,1.0,1.0,27.12,False,True,False
19,4,0,20.94,73.8,0.59,1,0.654,1,1.0,1.0,23.51,False,True,False
22,4,0,25.11,55.3,0.0,0,0.554,2,0.0,1.0,23.076666666666668,False,True,False
1,5,1,29.51,58.3,0.0,0,0.43,1,0.0,1.0,25.186666666666667,False,True,False
4,5,1,33.78,45.7,0.0,0,0.488,0,0.0,1.0,29.46666666666667,False,True,False
7,5,1,34.06,44.2,0.0,0,0.405,0,1.0,1.0,32.45,False,True,False
10,5,1,31.81,54.9,0.0,0,0.442,1,1.0,0.0,33.21666666666667,False,True,False
13,5,1,27.49,61.1,0.0,0,0.39,2,0.0,0.0,31.12,False,True,False
16,5,1,20.93,75.7,2.76,1,0.573,0,0.0,0.0,26.74333333333333,False,True,False
19,5,1,22.24,75.2,0.0,0,0.592,3,1.0,1.0,23.55333333333333,False,True,False
22,5,1,23.57,64.6,0.0,0,0.613,0,0.0,1.0,22.246666666666666,False,True,False
1,6,1,28.08,45.2,0.12,1,0.592,0,1.0,1.0,24.63,False,True,False
4,6,1,32.49,47.8,0.0,0,0.436,0,1.0,0.0,28.046666666666667,False,True,False
7,6,1,34.06,53.4,0.0,0,0.459,1,1.0,1.0,31.543333333333333,False,True,False
10,6,1,31.36,52.0,0.0,0,0.561,0,0.0,1.0,32.63666666666666,False,True,False
13,6,1,26.43,71.8,0.0,0,0.449,0,1.0,1.0,30.616666666666664,False,True,False
16,6,1,22.23,79.5,1.4,1,0.61,1,1.0,0.0,26.673333333333332,False,True,False
19,6,1,22.33,68.9,1.7,1,0.808,4,0.0,1.0,23.66333333333333,False,True,False
22,6,1,26.16,67.3,0.0,0,0.56,0,0.0,1.0,23.573333333333334,False,True,False
1,0,0,30.02,50.3,0.0,0,0.451,6,1.0,1.0,26.169999999999998,False,True,False
4,0,0,35.05,48.3,0.91,1,0.619,2,0.0,1.0,30.409999999999997,False,True,False
7,0,0,34.05,49.4,0.0,0,0.402,0,0.0,1.0,33.04,False,True,False
10,0,0,31.3,56.7,0.0,0,0.463,0,1.0,0.0,33.46666666666666,False,True,False
13,0,0,25.16,65.0,1.31,1,0.54,3,1.0,1.0,30.169999999999998,False,True,False
16,0,0,21.78,67.6,0.0,0,0.339,1,0.0,1.0,26.080000000000002,False,True,False
19,0,0,24.62,77.2,0.46,1,0.65,0,0.0,0.0,23.853333333333335,False,True,False
22,0,0,25.53,70.6,0.0,0,0.56,1,1.0,0.0,23.97666666666667,False,True,False
1,1,0,29.73,59.0,0.0,0,0.414,0,0.0,0.0,26.626666666666665,False,True,False
4,1,0,34.33,49.5,2.72,1,0.543,0,1.0,1.0,29.863333333333333,False,True,False
7,1,0,33.96,44.5,0.0,0,0.439,0,1.0,1.0,32.67333333333333,False,True,False
10,1,0,33.26,49.8,0.0,0,0.462,0,1.0,0.0,33.849999999999994,False,True,False
13,1,0,27.85,68.5,0.0,0,0.362,0,1.0,0.0,31.69,False,True,False
16,1,0,23.8,74.4,0.0,0,0.403,2,1.0,1.0,28.30333333333333,False,True,False
19,1,0,23.4,70.0,0.07,1,0.698,0,0.0,0.0,25.016666666666666,False,True,False
22,1,0,24.17,75.0,0.0,0,0.553,3,1.0,1.0,23.790000000000003,False,True,False
1,2,0,31.33,61.7,0.0,0,0.356,1,0.0,1.0,26.3,False,True,False
4,2,0,32.58,50.4,0.0,0,0.32,0,0.0,1.0,29.36,False,True,False
7,2,0,33.02,48.5,0.0,0,0.449,7,1.0,0.0,32.31,False,True,False
10,2,0,30.24,55.6,0.0,0,0.307,0,0.0,1.0,31.94666666666667,False,True,False
13,2,0,26.16,59.1,1.41,1,0.531,0,1.0,1.0,29.80666666666667,False,True,False
16,2,0,22.32,75.7,0.0,0,0.379,2,1.0,0.0,26.24,False,True,False
19,2,0,21.65,72.3,0.0,0,0.549,3,0.0,0.0,23.376666666666665,False,True,False
22,2,0,25.0,71.6,0.16,1,0.662,1,0.0,1.0,22.99,False,True,False
1,3,0,30.64,54.6,0.08,1,0.591,1,0.0,0.0,25.763333333333332,False,True,False
4,3,0,33.11,45.2,0.0,0,0.373,0,0.0,0.0,29.583333333333332,False,True,False
7,3,0,33.41,49.4,0.0,0,0.376,0,1.0,1.0,32.38666666666666,False,True,False
10,3,0,32.72,60.0,0.0,0,0.402,1,1.0,1.0,33.08,False,True,False
13,3,0,25.47,59.1,1.53,1,0.53,2,0.0,0.0,30.53333333333333,False,True,False
16,3,0,21.82,79.2,0.0,0,0.304,0,0.0,0.0,26.669999999999998,False,True,False
19,3,0,21.73,65.2,0.0,0,0.52,0,1.0,1.0,23.006666666666664,False,True,False
22,3,0,24.93,67.5,0.0,0,0.58,0,1.0,0.0,22.826666666666668,False,True,False
1,4,0,29.9,68.1,0.0,0,0.305,1,1.0,1.0,25.52,False,True,False
4,4,0,32.72,45.7,0.67,1,0.615,0,0.0,1.0,29.183333333333334,False,True,False
7,4,0,33.96,36.7,0.64,1,0.485,1,1.0,1.0,32.193333333333335,False,True,False
10,4,0,30.79,54.5,0.0,0,0.415,3,0.0,1.0,32.49,False,True,False
13,4,0,26.66,61.0,0.0,0,0.355,0,0.0,1.0,30.47,False,True,False
16,4,0,21.78,76.2,0.91,1,0.631,1,1.0,0.0,26.41,False,True,False
19,4,0,23.1,78.8,0.0,0,0.439,1,0.0,1.0,23.846666666666668,False,True,False
22,4,0,28.16,70.3,0.0,0,0.543,0,0.0,0.0,24.346666666666668,False,True,False
1,5,1,29.42,52.2,0.0,0,0.505,1,1.0,0.0,26.893333333333334,False,True,False
4,5,1,33.53,40.1,0.0,0,0.432,0,0.0,1.0,30.37,False,True,False
7,5,1,33.66,54.7,0.0,0,0.367,1,1.0,0.0,32.20333333333333,False,True,False
10,5,1,31.88,49.2,0.0,0,0.422,0,0.0,1.0,33.02333333333333,False,True,False
13,5,1,24.68,67.0,0.0,0,0.603,2,1.0,1.0,30.073333333333334,False,True,False
16,5,1,23.28,74.5,1.42,1,0.687,1,0.0,0.0,26.613333333333333,False,True,False
19,5,1,23.38,74.9,0.0,0,0.61,0,0.0,0.0,23.78,False,True,False
22,5,1,25.0,56.3,0.0,0,0.667,1,1.0,0.0,23.886666666666667,False,True,False
1,6,1,29.18,52.4,0.0,0,0.509,2,0.0,0.0,25.853333333333335,False,True,False
4,6,1,33.7,50.6,0.0,0,0.392,0,0.0,1.0,29.293333333333333,False,True,False
7,6,1,34.16,41.8,0.0,0,0.37,3,1.0,1.0,32.346666666666664,False,True,False
10,6,1,30.89,60.2,0.0,0,0.463,1,0.0,0.0,32.916666666666664,False,True,False
13,6,1,29.24,68.0,1.67,1,0.664,7,0.0,0.0,31.430000000000003,False,True,False
16,6,1,22.12,69.8,0.0,0,0.469,7,0.0,1.0,27.416666666666668,False,True,False
19,6,1,22.08,77.3,1.17,1,0.805,5,0.0,1.0,24.48,False,True,False
22,6,1,26.2,62.8,0.0,0,0.566,4,0.0,1.0,23.46666666666667,False,True,False
1,0,0,32.04,51.9,0.0,0,0.41,1,0.0,0.0,26.77333333333333,False,True,False
4,0,0,31.8,42.5,1.96,1,0.642,1,0.0,1.0,30.013333333333332,False,True,False
7,0,0,33.85,49.3,0.0,0,0.335,0,0.0,0.0,32.56333333333333,False,True,False
10,0,0,31.83,55.2,2.51,1,0.578,1,1.0,0.0,32.49333333333333,False,True,False
13,0,0,26.22,79.0,0.74,1,0.56,0,0.0,1.0,30.633333333333336,False,True,False
16,0,0,22.49,65.7,0.75,1,0.607,0,1.0,0.0,26.846666666666664,False,True,False
19,0,0,23.24,75.4,0.0,0,0.539,1,1.0,0.0,23.98333333333333,False,True,False
22,0,0,26.27,61.0,0.0,0,0.571,1,0.0,1.0,24.0,False,True,False
1,1,0,28.32,61.2,0.0,0,0.334,0,0.0,0.0,25.94333333333333,False,True,False
4,1,0,33.93,39.7,1.07,1,0.526,1,1.0,1.0,29.50666666666667,False,True,False
7,1,0,34.84,46.4,0.0,0,0.398,0,0.0,0.0,32.36333333333334,False,True,False
10,1,0,27.7,52.3,0.0,0,0.359,0,1.0,1.0,32.156666666666666,False,True,False
13,1,0,25.56,68.9,0.0,0,0.454,0,1.0,0.0,29.36666666666667,False,True,False
16,1,0,23.46,83.3,0.0,0,0.449,3,1.0,0.0,25.573333333333334,False,True,False
19,1,0,21.4,80.2,0.41,1,0.684,1,0.0,1.0,23.473333333333333,False,True,False
22,1,0,25.59,62.1,0.0,0,0.503,0,0.0,0.0,23.483333333333334,False,True,False
1,2,0,29.14,42.6,0.0,0,0.463,1,1.0,0.0,25.37666666666667,False,True,False
4,2,0,32.89,39.3,0.0,0,0.371,0,0.0,1.0,29.206666666666667,False,True,False
7,2,0,33.77,43.0,0.0,0,0.374,0,1.0,0.0,31.933333333333337,False,True,False
10,2,0,30.14,57.8,0.0,0,0.338,1,1.0,0.0,32.26666666666667,False,True,False
13,2,0,27.58,64.6,0.0,0,0.4,1,0.0,0.0,30.49666666666667,False,True,False
16,2,0,21.27,75.6,0.0,0,0.405,0,0.0,0.0,26.330000000000002,False,True,False
19,2,0,20.31,78.0,0.0,0,0.556,0,1.0,0.0,23.05333333333333,False,True,False
22,2,0,22.72,74.6,0.0,0,0.443,0,1.0,0.0,21.433333333333337,False,True,False
1,3,0,30.6,61.5,0.0,0,0.413,1,1.0,0.0,24.543333333333337,False,True,False
4,3,0,34.78,50.2,0.0,0,0.408,0,0.0,0.0,29.36666666666667,False,True,False
7,3,0,34.33,45.2,0.0,0,0.433,1,1.0,1.0,33.23666666666667,False,True,False
10,3,0,31.57,45.8,0.0,0,0.383,0,0.0,0.0,33.56,False,True,False
13,3,0,25.56,58.0,0.0,0,0.315,1,1.0,1.0,30.486666666666668,False,True,False
16,3,0,21.38,75.4,0.15,1,0.619,0,0.0,1.0,26.17,False,True,False
19,3,0,22.45,70.5,0.0,0,0.518,0,1.0,0.0,23.13,False,True,False
22,3,0,23.02,74.8,0.0,0,0.518,0,1.0,0.0,22.28333333333333,False,True,False
1,4,0,30.82,55.8,0.0,0,0.402,2,1.0,1.0,25.430000000000003,False,True,False
4,4,0,35.19,46.6,0.0,0,0.386,0,0.0,0.0,29.676666666666666,False,True,False
7,4,0,32.71,45.5,0.0,0,0.42,0,1.0,1.0,32.906666666666666,False,True,False
10,4,0,33.37,47.3,1.04,1,0.584,0,1.0,1.0,33.75666666666667,False,True,False
13,4,0,24.86,70.3,0.0,0,0.365,0,1.0,1.0,30.313333333333336,False,True,False
16,4,0,23.61,72.3,0.22,1,0.537,0,1.0,0.0,27.28,False,True,False
19,4,0,22.54,75.7,0.37,1,0.842,1,1.0,0.0,23.67,False,True,False
22,4,0,23.0,72.0,0.0,0,0.585,0,0.0,1.0,23.05,False,True,False
1,5,1,30.46,57.6,0.0,0,0.447,1,1.0,0.0,25.333333333333332,False,True,False
4,5,1,33.11,37.6,0.0,0,0.357,0,0.0,1.0,28.85666666666667,False,True,False
7,5,1,32.02,44.7,0.0,0,0.397,2,1.0,1.0,31.863333333333333,False,True,False
10,5,1,30.71,58.2,0.0,0,0.447,0,0.0,0.0,31.94666666666667,False,True,False
13,5,1,25.1,59.0,0.0,0,0.441,0,1.0,0.0,29.27666666666667,False,True,False
16,5,1,22.69,86.7,0.25,1,0.66,0,1.0,1.0,26.16666666666667,False,True,False
19,5,1,24.18,65.9,0.0,0,0.591,0,1.0,1.0,23.990000000000006,False,True,False
22,5,1,25.39,73.7,0.57,1,0.701,1,1.0,1.0,24.08666666666667,False,True,False
1,6,1,30.35,48.5,0.23,1,0.752,1,0.0,0.0,26.640000000000004,False,True,False
4,6,1,33.58,45.4,0.0,0,0.483,0,0.0,1.0,29.773333333333337,False,True,False
7,6,1,34.36,45.9,0.0,0,0.456,1,1.0,0.0,32.763333333333335,False,True,False
10,6,1,30.51,52.6,0.0,0,0.412,1,0.0,1.0,32.81666666666667,False,True,False
13,6,1,26.71,65.1,0.0,0,0.417,0,0.0,0.0,30.52666666666667,False,True,False
16,6,1,21.46,75.2,0.0,0,0.405,0,1.0,1.0,26.226666666666674,False,True,False
19,6,1,23.28,75.9,0.0,0,0.641,2,1.0,1.0,23.816666666666674,False,True,False
22,6,1,25.43,60.7,0.0,0,0.526,1,0.0,1.0,23.390000000000004,False,True,False
1,0,0,28.72,55.2,0.0,0,0.392,0,0.0,0.0,25.810000000000002,False,True,False
4,0,0,33.65,51.3,0.0,0,0.429,0,1.0,1.0,29.26666666666667,False,True,False
7,0,0,33.61,44.7,0.0,0,0.339,3,1.0,1.0,31.99333333333334,False,True,False
10,0,0,33.73,52.8,0.53,1,0.608,2,0.0,1.0,33.663333333333334,False,True,False
13,0,0,28.21,64.0,0.02,1,0.548,0,0.0,1.0,31.850000000000005,False,True,False
16,0,0,22.7,78.0,1.18,1,0.531,1,1.0,1.0,28.21333333333334,False,True,False
19,0,0,23.91,65.3,0.0,0,0.62,0,0.0,0.0,24.94000000000001,False,True,False
22,0,0,23.39,66.4,0.0,0,0.463,1,1.0,1.0,23.33333333333334,False,True,False
1,1,0,31.0,56.5,0.0,0,0.518,0,0.0,0.0,26.100000000000005,False,True,False
4,1,0,31.23,36.8,0.0,0,0.36,0,1.0,1.0,28.540000000000006,False,True,False
7,1,0,34.46,44.8,0.0,0,0.403,3,1.0,0.0,32.230000000000004,False,True,False
10,1,0,32.09,58.3,0.0,0,0.352,0,0.0,1.0,32.59333333333334,False,True,False
13,1,0,27.05,60.7,1.35,1,0.558,2,1.0,1.0,31.200000000000003,False,True,False
16,1,0,22.0,70.6,0.0,0,0.417,0,0.0,1.0,27.04666666666667,False,True,False
19,1,0,23.89,61.8,0.0,0,0.497,0,1.0,1.0,24.313333333333336,False,True,False
22,1,0,27.01,66.6,0.0,0,0.575,2,1.0,0.0,24.300000000000008,False,True,False
1,2,0,28.9,51.4,0.0,0,0.364,0,0.0,0.0,26.600000000000005,False,True,False
4,2,0,33.89,42.7,0.31,1,0.581,1,1.0,1.0,29.933333333333337,False,True,False
7,2,0,32.42,46.0,0.0,0,0.349,2,0.0,0.0,31.736666666666668,False,True,False
10,2,0,30.84,56.2,0.0,0,0.371,0,0.0,0.0,32.38333333333333,False,True,False
13,2,0,27.31,62.0,0.0,0,0.431,1,1.0,1.0,30.19000000000001,False,True,False
16,2,0,22.25,69.6,5.17,1,0.644,3,0.0,1.0,26.8,False,True,False
19,2,0,23.12,67.4,0.0,0,0.47,4,0.0,0.0,24.22666666666667,False,True,False
22,2,0,23.85,69.2,0.0,0,0.518,1,0.0,0.0,23.073333333333338,False,True,False
1,3,0,29.23,53.2,0.32,1,0.577,0,0.0,1.0,25.400000000000006,False,True,False
4,3,0,33.81,48.3,0.0,0,0.438,1,1.0,1.0,28.96333333333334,False,True,False
7,3,0,32.63,47.1,0.0,0,0.376,2,0.0,0.0,31.890000000000004,False,True,False
10,3,0,31.73,51.2,1.73,1,0.543,1,0.0,0.0,32.723333333333336,False,True,False
13,3,0,25.02,62.7,0.0,0,0.365,0,0.0,1.0,29.79333333333334,False,True,False
16,3,0,20.58,68.2,0.0,0,0.401,0,1.0,0.0,25.77666666666667,False,True,False
19,3,0,23.15,68.2,0.0,0,0.505,0,1.0,1.0,22.916666666666668,False,True,False
22,3,0,25.37,69.7,0.0,0,0.538,1,1.0,0.0,23.033333333333335,False,True,False
1,4,0,29.0,60.4,0.04,1,0.618,7,0.0,1.0,25.840000000000003,False,True,False
4,4,0,31.83,44.8,0.0,0,0.5,0,0.0,1.0,28.733333333333338,False,True,False
7,4,0,34.74,42.0,0.0,0,0.312,1,1.0,0.0,31.85666666666667,False,True,False
10,4,0,30.93,48.7,0.0,0,0.388,0,0.0,1.0,32.5,False,True,False
13,4,0,27.13,60.4,0.0,0,0.444,2,1.0,0.0,30.933333333333337,False,True,False
16,4,0,21.68,67.5,0.0,0,0.405,0,0.0,1.0,26.580000000000002,False,True,False
19,4,0,22.64,78.1,0.1,1,0.7,2,1.0,1.0,23.816666666666674,False,True,False
22,4,0,24.3,75.7,0.0,0,0.502,0,0.0,0.0,22.87333333333334,False,True,False
1,5,1,26.86,54.2,0.18,1,0.675,3,1.0,1.0,24.600000000000005,False,True,False
4,5,1,33.5,49.5,0.0,0,0.539,2,0.0,0.0,28.220000000000002,False,True,False
7,5,1,35.72,46.5,0.0,0,0.542,0,0.0,0.0,32.02666666666667,False,True,False
10,5,1,31.38,52.8,0.0,0,0.384,1,1.0,1.0,33.53333333333334,False,True,False
13,5,1,26.94,66.6,0.0,0,0.499,0,0.0,0.0,31.346666666666675,False,True,False
16,5,1,25.06,72.3,3.08,1,0.606,6,1.0,0.0,27.793333333333337,False,True,False
19,5,1,21.32,64.4,0.0,0,0.63,0,0.0,0.0,24.44000000000001,False,True,False
22,5,1,27.44,58.7,0.0,0,0.631,0,1.0,0.0,24.606666666666673,False,True,False
1,6,1,29.67,50.2,0.0,0,0.382,0,1.0,1.0,26.143333333333334,False,True,False
4,6,1,35.11,46.2,0.0,0,0.478,0,1.0,0.0,30.74000000000001,False,True,False
7,6,1,36.32,51.7,0.0,0,0.402,0,1.0,0.0,33.70000000000001,False,True,False
10,6,1,30.6,56.6,0.0,0,0.384,1,1.0,0.0,34.01,False,True,False
13,6,1,24.44,67.4,0.26,1,0.604,0,0.0,1.0,30.453333333333344,False,True,False
16,6,1,25.28,73.4,1.07,1,0.585,1,1.0,1.0,26.77333333333334,False,True,False
19,6,1,18.92,72.3,0.0,0,0.577,5,0.0,1.0,22.880000000000006,False,True,False
22,6,1,24.32,64.1,0.0,0,0.624,1,0.0,0.0,22.840000000000007,False,True,False
1,0,0,30.49,49.8,0.0,0,0.484,0,0.0,0.0,24.57666666666667,False,True,False
